Profile data exported by Multi Gauge

Image File : 20200812-221112-[Cy2]tif

	Lane Number
(pixel)	1	2	3	4	5	6	7	8	9	10	11
182.0000	19999.0000	19711.0000	20331.0000	26066.0000	36010.0000	53270.0000	41686.0000	31373.0000	24082.0000	22231.0000	21203.0000
183.0000	20718.0000	20111.0000	20986.0000	28113.0000	40327.0000	64069.0000	47747.0000	35948.0000	24792.0000	22660.0000	21717.0000
184.0000	21272.0000	20724.0000	21889.0000	31895.0000	47625.0000	76317.0000	56397.0000	40355.0000	25878.0000	23352.0000	22310.0000
185.0000	22051.0000	21141.0000	23082.0000	35868.0000	56231.0000	90945.0000	67420.0000	46854.0000	27585.0000	24334.0000	22946.0000
186.0000	22470.0000	21490.0000	23918.0000	42802.0000	70590.0000	102433.0000	79803.0000	53260.0000	29520.0000	25350.0000	23744.0000
187.0000	22806.0000	21566.0000	24501.0000	45973.0000	80654.0000	109515.0000	91419.0000	61094.0000	32009.0000	26400.0000	24474.0000
188.0000	22931.0000	21551.0000	24624.0000	47700.0000	84830.0000	106932.0000	100323.0000	66530.0000	34339.0000	27344.0000	24991.0000
189.0000	22930.0000	21326.0000	24417.0000	46844.0000	84532.0000	96416.0000	100711.0000	68132.0000	35843.0000	28126.0000	25278.0000
190.0000	22720.0000	21084.0000	24000.0000	44558.0000	77710.0000	82098.0000	93128.0000	64750.0000	36278.0000	28427.0000	25220.0000
191.0000	22527.0000	20671.0000	23267.0000	41500.0000	73042.0000	70800.0000	84114.0000	57893.0000	35105.0000	27993.0000	24752.0000
192.0000	21881.0000	20260.0000	22547.0000	37704.0000	60310.0000	59691.0000	70820.0000	50548.0000	33366.0000	27008.0000	24082.0000
193.0000	21458.0000	19812.0000	21687.0000	33211.0000	53246.0000	49168.0000	62016.0000	43994.0000	30690.0000	25834.0000	23210.0000
194.0000	20937.0000	19608.0000	20831.0000	28736.0000	43135.0000	40880.0000	51460.0000	38571.0000	29165.0000	24808.0000	22669.0000
195.0000	20799.0000	19455.0000	20091.0000	25597.0000	37665.0000	36434.0000	44286.0000	34129.0000	27452.0000	24112.0000	22257.0000
196.0000	20803.0000	19558.0000	19790.0000	23259.0000	30994.0000	34760.0000	37907.0000	31252.0000	26472.0000	23670.0000	22153.0000
197.0000	21100.0000	19730.0000	19767.0000	22557.0000	29047.0000	36790.0000	36086.0000	30146.0000	25622.0000	23464.0000	22065.0000
198.0000	21349.0000	19986.0000	19841.0000	22957.0000	29899.0000	43330.0000	36934.0000	30527.0000	25471.0000	23503.0000	22227.0000
199.0000	21847.0000	20169.0000	20180.0000	24326.0000	33224.0000	55119.0000	42767.0000	34273.0000	25792.0000	23733.0000	22570.0000
200.0000	22370.0000	20508.0000	20587.0000	26542.0000	39770.0000	66594.0000	52795.0000	39906.0000	27239.0000	24220.0000	23371.0000
201.0000	23143.0000	20901.0000	21196.0000	28613.0000	44696.0000	78924.0000	63953.0000	50017.0000	29811.0000	25256.0000	23956.0000
202.0000	24118.0000	21453.0000	21848.0000	31918.0000	53827.0000	88964.0000	77402.0000	58342.0000	32440.0000	26598.0000	24663.0000
203.0000	25404.0000	21742.0000	22712.0000	35351.0000	61321.0000	98668.0000	89178.0000	67359.0000	35939.0000	28252.0000	25320.0000
204.0000	26270.0000	21915.0000	23400.0000	38519.0000	68575.0000	104748.0000	100103.0000	74029.0000	39041.0000	29653.0000	26031.0000
205.0000	27346.0000	21798.0000	23757.0000	40560.0000	75170.0000	106788.0000	107909.0000	79854.0000	41370.0000	30858.0000	26586.0000
206.0000	27843.0000	21496.0000	23713.0000	40947.0000	76891.0000	100991.0000	111885.0000	82095.0000	43349.0000	31690.0000	27045.0000
207.0000	28405.0000	20975.0000	23259.0000	39362.0000	74581.0000	87605.0000	109655.0000	81257.0000	44355.0000	32204.0000	27194.0000
208.0000	28748.0000	20634.0000	22584.0000	36330.0000	64575.0000	72600.0000	97410.0000	75638.0000	44298.0000	32278.0000	27119.0000
209.0000	29359.0000	20168.0000	21845.0000	32700.0000	57324.0000	56563.0000	82501.0000	64622.0000	41976.0000	31699.0000	26699.0000
210.0000	29732.0000	19767.0000	21210.0000	29870.0000	46032.0000	47191.0000	66413.0000	54105.0000	39051.0000	30507.0000	26115.0000
211.0000	30328.0000	19501.0000	20629.0000	27145.0000	41424.0000	39893.0000	55073.0000	45370.0000	35142.0000	29124.0000	25268.0000
212.0000	30796.0000	19340.0000	20134.0000	24738.0000	34110.0000	36585.0000	46829.0000	39871.0000	32791.0000	27887.0000	24766.0000
213.0000	31573.0000	18777.0000	19654.0000	22956.0000	31133.0000	35452.0000	42904.0000	37762.0000	31270.0000	27190.0000	24499.0000
214.0000	32241.0000	18483.0000	19316.0000	21948.0000	28946.0000	36574.0000	41476.0000	37419.0000	30931.0000	27049.0000	24564.0000
215.0000	33192.0000	18350.0000	19166.0000	21703.0000	28653.0000	42634.0000	42187.0000	39270.0000	31494.0000	27440.0000	24805.0000
216.0000	33861.0000	18471.0000	19167.0000	22290.0000	31064.0000	54489.0000	49383.0000	44767.0000	32969.0000	28605.0000	25324.0000
217.0000	35086.0000	18661.0000	19411.0000	24044.0000	37332.0000	73440.0000	65826.0000	58182.0000	36788.0000	30505.0000	26073.0000
218.0000	35938.0000	18973.0000	19714.0000	27013.0000	47183.0000	97748.0000	92014.0000	74964.0000	43981.0000	33444.0000	27246.0000
219.0000	37371.0000	19265.0000	20288.0000	30063.0000	59249.0000	125006.0000	125302.0000	109675.0000	58267.0000	38507.0000	29294.0000
220.0000	38527.0000	19712.0000	20710.0000	34039.0000	72895.0000	144131.0000	164012.0000	142043.0000	72113.0000	44856.0000	31673.0000
221.0000	40493.0000	20111.0000	21473.0000	37120.0000	82898.0000	162247.0000	199471.0000	178799.0000	93782.0000	54706.0000	34252.0000
222.0000	41866.0000	20635.0000	22083.0000	40972.0000	93313.0000	170195.0000	224789.0000	198858.0000	109355.0000	62990.0000	36387.0000
223.0000	43351.0000	20991.0000	22750.0000	43276.0000	100369.0000	174219.0000	243647.0000	216273.0000	123459.0000	69171.0000	37956.0000
224.0000	43921.0000	21109.0000	23050.0000	45240.0000	104469.0000	169193.0000	252924.0000	223213.0000	131698.0000	72742.0000	38705.0000
225.0000	44421.0000	20959.0000	22972.0000	44708.0000	104669.0000	154537.0000	250954.0000	221599.0000	133663.0000	73498.0000	38812.0000
226.0000	44732.0000	20623.0000	22567.0000	42368.0000	94759.0000	131669.0000	233983.0000	208535.0000	132160.0000	72389.0000	38400.0000
227.0000	45340.0000	20178.0000	21849.0000	37888.0000	83583.0000	99363.0000	203234.0000	181315.0000	122774.0000	69081.0000	37233.0000
228.0000	46026.0000	19851.0000	21187.0000	33282.0000	65457.0000	75101.0000	155053.0000	145255.0000	111463.0000	63957.0000	35921.0000
229.0000	47425.0000	19455.0000	20521.0000	29417.0000	54384.0000	55973.0000	119656.0000	108338.0000	90441.0000	56249.0000	34011.0000
230.0000	49943.0000	19266.0000	20002.0000	26458.0000	42213.0000	44420.0000	84620.0000	81568.0000	71824.0000	48158.0000	32478.0000
231.0000	54944.0000	18924.0000	19515.0000	24274.0000	36325.0000	37194.0000	65585.0000	61788.0000	55722.0000	41517.0000	30913.0000
232.0000	65385.0000	18742.0000	19104.0000	22678.0000	30600.0000	34669.0000	52719.0000	51763.0000	48819.0000	38384.0000	30686.0000
233.0000	87123.0000	18604.0000	18830.0000	21340.0000	28609.0000	34009.0000	47756.0000	48657.0000	46037.0000	37909.0000	31428.0000
234.0000	121240.0000	18576.0000	18647.0000	20745.0000	26923.0000	35444.0000	46997.0000	48453.0000	45648.0000	38990.0000	33165.0000
235.0000	177371.0000	18558.0000	18603.0000	20729.0000	26932.0000	42250.0000	49883.0000	54892.0000	49304.0000	43179.0000	35506.0000
236.0000	235298.0000	18744.0000	18606.0000	21269.0000	29055.0000	52486.0000	62579.0000	69456.0000	56679.0000	48581.0000	38612.0000
237.0000	313134.0000	19002.0000	18752.0000	21998.0000	33801.0000	67422.0000	81824.0000	91502.0000	71063.0000	58133.0000	44144.0000
238.0000	378322.0000	19327.0000	18947.0000	23777.0000	40125.0000	83330.0000	115877.0000	124824.0000	94057.0000	75636.0000	49273.0000
239.0000	473928.0000	19619.0000	19406.0000	25303.0000	45743.0000	101188.0000	148048.0000	168882.0000	130671.0000	95556.0000	60242.0000
240.0000	554373.0000	20080.0000	19696.0000	27197.0000	53394.0000	109743.0000	183925.0000	211216.0000	171446.0000	120604.0000	70338.0000
241.0000	640395.0000	20567.0000	20291.0000	28581.0000	58386.0000	117970.0000	214450.0000	250056.0000	215965.0000	152009.0000	81031.0000
242.0000	667417.0000	21138.0000	20788.0000	30282.0000	62281.0000	120258.0000	231625.0000	268528.0000	246492.0000	172971.0000	87051.0000
243.0000	659251.0000	21492.0000	21346.0000	30989.0000	65360.0000	118729.0000	241171.0000	281128.0000	262409.0000	183845.0000	89255.0000
244.0000	595673.0000	21755.0000	21737.0000	31360.0000	65420.0000	112006.0000	240889.0000	279945.0000	270091.0000	185881.0000	88586.0000
245.0000	515878.0000	21769.0000	21880.0000	30804.0000	64195.0000	98815.0000	229488.0000	268744.0000	263997.0000	180681.0000	84730.0000
246.0000	404619.0000	21600.0000	21751.0000	29575.0000	57617.0000	81925.0000	206404.0000	242193.0000	251999.0000	170272.0000	80635.0000
247.0000	332217.0000	21262.0000	21443.0000	27490.0000	51493.0000	63597.0000	167767.0000	204987.0000	219712.0000	153715.0000	73168.0000
248.0000	260914.0000	20992.0000	21056.0000	25622.0000	41870.0000	49738.0000	127410.0000	162229.0000	187842.0000	131342.0000	66190.0000
249.0000	187452.0000	20524.0000	20599.0000	23826.0000	35774.0000	39588.0000	96158.0000	116407.0000	140659.0000	109008.0000	57359.0000
250.0000	135890.0000	20224.0000	20169.0000	22546.0000	30153.0000	32285.0000	68675.0000	85483.0000	107503.0000	84830.0000	52803.0000
251.0000	101729.0000	19723.0000	19699.0000	21364.0000	27400.0000	28613.0000	54637.0000	62807.0000	79535.0000	67315.0000	51404.0000
252.0000	82774.0000	19451.0000	19375.0000	20581.0000	24374.0000	26636.0000	43316.0000	51398.0000	67014.0000	59713.0000	53590.0000
253.0000	83250.0000	19106.0000	19048.0000	19876.0000	23255.0000	25843.0000	38759.0000	46301.0000	60847.0000	59559.0000	61899.0000
254.0000	91096.0000	18987.0000	18789.0000	19480.0000	22242.0000	26166.0000	37713.0000	46715.0000	59924.0000	63773.0000	77198.0000
255.0000	120750.0000	18910.0000	18669.0000	19246.0000	22087.0000	28330.0000	38874.0000	50813.0000	66453.0000	79313.0000	99987.0000
256.0000	157904.0000	18931.0000	18597.0000	19302.0000	22594.0000	31633.0000	45676.0000	59611.0000	80930.0000	101592.0000	129111.0000
257.0000	199079.0000	18975.0000	18693.0000	19456.0000	23874.0000	38248.0000	58149.0000	81584.0000	111306.0000	135097.0000	182136.0000
258.0000	253873.0000	19170.0000	18763.0000	19929.0000	25647.0000	44728.0000	78227.0000	110062.0000	153836.0000	187129.0000	233293.0000
259.0000	324035.0000	19321.0000	18954.0000	20363.0000	27893.0000	53222.0000	98723.0000	152227.0000	219320.0000	263142.0000	323230.0000
260.0000	380160.0000	19706.0000	19174.0000	21190.0000	30207.0000	58704.0000	125399.0000	192850.0000	299008.0000	361617.0000	411124.0000
261.0000	464187.0000	20149.0000	19576.0000	21811.0000	32743.0000	63788.0000	145103.0000	238730.0000	389982.0000	472733.0000	519534.0000
262.0000	502131.0000	20653.0000	19915.0000	22638.0000	34840.0000	66639.0000	164781.0000	264032.0000	467022.0000	564039.0000	591185.0000
263.0000	528579.0000	21209.0000	20564.0000	23187.0000	37116.0000	68713.0000	177084.0000	288024.0000	520015.0000	628569.0000	637751.0000
264.0000	510302.0000	21805.0000	21015.0000	24004.0000	38221.0000	68031.0000	184014.0000	297172.0000	554047.0000	659131.0000	645637.0000
265.0000	473008.0000	22089.0000	21474.0000	24369.0000	38690.0000	64744.0000	182729.0000	299343.0000	565706.0000	668312.0000	624370.0000
266.0000	405506.0000	22333.0000	21850.0000	24556.0000	37754.0000	58776.0000	172582.0000	283400.0000	558465.0000	647401.0000	591399.0000
267.0000	344105.0000	22340.0000	22000.0000	24348.0000	36428.0000	50417.0000	153609.0000	258258.0000	514068.0000	591112.0000	519770.0000
268.0000	278625.0000	22268.0000	21961.0000	23995.0000	33280.0000	43217.0000	126787.0000	214871.0000	458384.0000	521358.0000	450724.0000
269.0000	215738.0000	21986.0000	21774.0000	23338.0000	31282.0000	36231.0000	102225.0000	164066.0000	357922.0000	424723.0000	345530.0000
270.0000	160113.0000	21744.0000	21456.0000	22696.0000	28145.0000	31409.0000	76695.0000	123161.0000	278028.0000	321247.0000	260065.0000
271.0000	112156.0000	21226.0000	21090.0000	21994.0000	26401.0000	27743.0000	61405.0000	89296.0000	193806.0000	223414.0000	174893.0000
272.0000	77792.0000	20798.0000	20697.0000	21439.0000	24144.0000	25191.0000	47325.0000	68587.0000	142925.0000	156804.0000	127865.0000
273.0000	54933.0000	20262.0000	20175.0000	20758.0000	23147.0000	23346.0000	38010.0000	52229.0000	96998.0000	107062.0000	88877.0000
274.0000	41873.0000	19955.0000	19762.0000	20258.0000	21836.0000	22103.0000	31618.0000	41238.0000	74270.0000	80460.0000	71207.0000
275.0000	35282.0000	19552.0000	19429.0000	19706.0000	21224.0000	21246.0000	27259.0000	34481.0000	53957.0000	61704.0000	60577.0000
276.0000	32445.0000	19398.0000	19190.0000	19362.0000	20516.0000	20785.0000	24574.0000	30771.0000	44479.0000	51443.0000	59396.0000
277.0000	31455.0000	19225.0000	19036.0000	19157.0000	20251.0000	20677.0000	23510.0000	28961.0000	39034.0000	49252.0000	61553.0000
278.0000	31131.0000	19235.0000	18968.0000	19104.0000	20034.0000	20765.0000	23408.0000	28735.0000	38220.0000	49728.0000	67595.0000
279.0000	31211.0000	19250.0000	18946.0000	19042.0000	20015.0000	21104.0000	24086.0000	30187.0000	40771.0000	54501.0000	80657.0000
280.0000	31631.0000	19354.0000	18967.0000	19106.0000	20098.0000	21402.0000	25258.0000	32141.0000	46799.0000	64850.0000	100173.0000
281.0000	32657.0000	19430.0000	19066.0000	19150.0000	20356.0000	21951.0000	26735.0000	36231.0000	55902.0000	81047.0000	127949.0000
282.0000	33392.0000	19654.0000	19197.0000	19323.0000	20525.0000	22456.0000	28446.0000	38847.0000	66969.0000	98297.0000	148239.0000
283.0000	34347.0000	19974.0000	19466.0000	19541.0000	20898.0000	23209.0000	30279.0000	42511.0000	78190.0000	115939.0000	173361.0000
284.0000	34902.0000	20566.0000	19752.0000	19854.0000	21277.0000	24072.0000	31656.0000	45175.0000	85972.0000	130502.0000	186042.0000
285.0000	35609.0000	21208.0000	20360.0000	20309.0000	21918.0000	24866.0000	33036.0000	47957.0000	94949.0000	140615.0000	195508.0000
286.0000	35894.0000	22266.0000	21082.0000	21145.0000	22674.0000	25708.0000	34245.0000	49805.0000	100973.0000	148324.0000	198485.0000
287.0000	36103.0000	23334.0000	22117.0000	22043.0000	23627.0000	26729.0000	35111.0000	50633.0000	103943.0000	151996.0000	194191.0000
288.0000	36056.0000	24514.0000	23133.0000	23188.0000	24747.0000	27405.0000	35236.0000	49818.0000	103598.0000	149646.0000	184104.0000
289.0000	36036.0000	25477.0000	24233.0000	24159.0000	25878.0000	28190.0000	34932.0000	47961.0000	97635.0000	141261.0000	166385.0000
290.0000	35778.0000	26526.0000	25058.0000	25324.0000	26619.0000	28460.0000	34112.0000	45059.0000	90152.0000	126922.0000	144992.0000
291.0000	35353.0000	27143.0000	26043.0000	26080.0000	27346.0000	28479.0000	33307.0000	42006.0000	77166.0000	109147.0000	114378.0000
292.0000	34271.0000	27387.0000	26582.0000	26532.0000	27640.0000	28230.0000	32185.0000	38835.0000	68827.0000	91142.0000	94920.0000
293.0000	32944.0000	27154.0000	26682.0000	26676.0000	27769.0000	27665.0000	31050.0000	36290.0000	58297.0000	74229.0000	74664.0000
294.0000	31270.0000	26399.0000	26290.0000	26494.0000	27565.0000	26758.0000	29672.0000	33525.0000	50856.0000	61792.0000	64417.0000
295.0000	30008.0000	25121.0000	25275.0000	25623.0000	26913.0000	25542.0000	28367.0000	31191.0000	42719.0000	53109.0000	53780.0000
296.0000	28524.0000	23835.0000	24124.0000	24524.0000	25493.0000	23987.0000	26415.0000	28942.0000	39105.0000	45990.0000	49628.0000
297.0000	27464.0000	22509.0000	22764.0000	23177.0000	24395.0000	22393.0000	24699.0000	26748.0000	33569.0000	41205.0000	46577.0000
298.0000	26280.0000	21480.0000	21639.0000	21943.0000	22724.0000	21193.0000	23211.0000	24922.0000	31001.0000	37928.0000	47127.0000
299.0000	25479.0000	20496.0000	20599.0000	20883.0000	21715.0000	20392.0000	22105.0000	23725.0000	28805.0000	36792.0000	49737.0000
300.0000	24227.0000	19806.0000	19903.0000	20098.0000	20544.0000	19839.0000	21264.0000	22988.0000	28329.0000	37219.0000	56182.0000
301.0000	23441.0000	19151.0000	19274.0000	19407.0000	20038.0000	19537.0000	20885.0000	22757.0000	28863.0000	39694.0000	68126.0000
302.0000	22628.0000	18816.0000	18852.0000	19056.0000	19542.0000	19396.0000	20690.0000	22840.0000	30631.0000	44188.0000	78703.0000
303.0000	22170.0000	18490.0000	18414.0000	18604.0000	19324.0000	19353.0000	20684.0000	23345.0000	32940.0000	49097.0000	92968.0000
304.0000	21674.0000	18358.0000	18169.0000	18423.0000	19142.0000	19302.0000	20824.0000	23774.0000	35316.0000	54794.0000	101951.0000
305.0000	21468.0000	18189.0000	17992.0000	18211.0000	19091.0000	19318.0000	21028.0000	24610.0000	38275.0000	60604.0000	111886.0000
306.0000	21339.0000	18187.0000	17924.0000	18116.0000	18976.0000	19375.0000	21189.0000	25165.0000	40867.0000	65768.0000	118235.0000
307.0000	21366.0000	18247.0000	17941.0000	18036.0000	18970.0000	19458.0000	21406.0000	25679.0000	43192.0000	70123.0000	121957.0000
308.0000	21427.0000	18422.0000	17993.0000	18052.0000	18964.0000	19480.0000	21553.0000	25875.0000	45181.0000	72233.0000	122833.0000
309.0000	21813.0000	18587.0000	18098.0000	18141.0000	19113.0000	19615.0000	21627.0000	25852.0000	45459.0000	73051.0000	118602.0000
310.0000	22159.0000	18846.0000	18316.0000	18308.0000	19235.0000	19818.0000	21603.0000	25485.0000	44894.0000	71039.0000	111015.0000
311.0000	22906.0000	19222.0000	18614.0000	18468.0000	19471.0000	20141.0000	21592.0000	25081.0000	42566.0000	66366.0000	97471.0000
312.0000	23714.0000	19729.0000	18952.0000	18803.0000	19702.0000	20445.0000	21560.0000	24699.0000	40670.0000	60902.0000	86043.0000
313.0000	24794.0000	20302.0000	19445.0000	19174.0000	20169.0000	20937.0000	21590.0000	24360.0000	37391.0000	54866.0000	71848.0000
314.0000	25815.0000	21121.0000	19999.0000	19785.0000	20711.0000	21445.0000	21708.0000	23964.0000	35019.0000	49139.0000	63930.0000
315.0000	26991.0000	21700.0000	20593.0000	20277.0000	21259.0000	22074.0000	21954.0000	23723.0000	32426.0000	44292.0000	53941.0000
316.0000	27968.0000	22339.0000	21190.0000	20938.0000	21745.0000	22502.0000	22163.0000	23562.0000	30628.0000	40175.0000	49713.0000
317.0000	29061.0000	22774.0000	21688.0000	21453.0000	22480.0000	22916.0000	22559.0000	23525.0000	28687.0000	36805.0000	44267.0000
318.0000	29570.0000	23195.0000	21993.0000	21952.0000	22824.0000	23118.0000	22817.0000	23499.0000	27689.0000	34037.0000	42172.0000
319.0000	29995.0000	23399.0000	22297.0000	22221.0000	23094.0000	23181.0000	23023.0000	23578.0000	26737.0000	32421.0000	41239.0000
320.0000	30030.0000	23453.0000	22490.0000	22384.0000	23166.0000	23125.0000	23100.0000	23594.0000	26452.0000	31575.0000	41373.0000
321.0000	29970.0000	23289.0000	22469.0000	22376.0000	23188.0000	22934.0000	23060.0000	23600.0000	26316.0000	31490.0000	42403.0000
322.0000	29483.0000	22966.0000	22269.0000	22298.0000	23095.0000	22639.0000	22919.0000	23474.0000	26336.0000	31747.0000	44422.0000
323.0000	29020.0000	22405.0000	21949.0000	22067.0000	22925.0000	22297.0000	22749.0000	23319.0000	26338.0000	32067.0000	46368.0000
324.0000	28160.0000	21851.0000	21537.0000	21695.0000	22411.0000	21798.0000	22464.0000	23123.0000	26433.0000	32500.0000	48537.0000
325.0000	27606.0000	21072.0000	20833.0000	20982.0000	22062.0000	21209.0000	22093.0000	22905.0000	26418.0000	33050.0000	50089.0000
326.0000	26920.0000	20605.0000	20287.0000	20396.0000	21326.0000	20611.0000	21629.0000	22476.0000	26392.0000	33401.0000	50956.0000
327.0000	26356.0000	19970.0000	19724.0000	19785.0000	20793.0000	19982.0000	21086.0000	22122.0000	26194.0000	33405.0000	50993.0000
328.0000	25732.0000	19603.0000	19275.0000	19383.0000	20098.0000	19470.0000	20372.0000	21577.0000	25900.0000	33122.0000	50298.0000
329.0000	25398.0000	19185.0000	18910.0000	18996.0000	19695.0000	19089.0000	19912.0000	21032.0000	25057.0000	32359.0000	48170.0000
330.0000	25257.0000	18911.0000	18648.0000	18687.0000	19252.0000	18842.0000	19492.0000	20552.0000	24351.0000	31225.0000	45815.0000
331.0000	25538.0000	18543.0000	18383.0000	18381.0000	19061.0000	18696.0000	19245.0000	20276.0000	23451.0000	29770.0000	42280.0000
332.0000	26400.0000	18378.0000	18148.0000	18197.0000	18791.0000	18595.0000	18946.0000	19916.0000	22882.0000	28196.0000	39969.0000
333.0000	28520.0000	18231.0000	17959.0000	18051.0000	18688.0000	18588.0000	18835.0000	19684.0000	22030.0000	26599.0000	37314.0000
334.0000	32002.0000	18286.0000	17898.0000	17987.0000	18632.0000	18633.0000	18746.0000	19500.0000	21490.0000	25233.0000	35725.0000
335.0000	38264.0000	18421.0000	17974.0000	17934.0000	18700.0000	18740.0000	18741.0000	19436.0000	20910.0000	24323.0000	34381.0000
336.0000	47765.0000	18715.0000	18078.0000	18071.0000	18785.0000	19010.0000	18791.0000	19410.0000	20642.0000	23663.0000	33677.0000
337.0000	58064.0000	19047.0000	18388.0000	18265.0000	19095.0000	19553.0000	19013.0000	19591.0000	20445.0000	23189.0000	33152.0000
338.0000	74470.0000	19711.0000	18786.0000	18700.0000	19498.0000	20135.0000	19371.0000	19830.0000	20554.0000	23043.0000	33269.0000
339.0000	96938.0000	20486.0000	19407.0000	19203.0000	20052.0000	21234.0000	19931.0000	20426.0000	20830.0000	23232.0000	33824.0000
340.0000	130601.0000	21532.0000	20187.0000	19921.0000	20643.0000	22253.0000	20657.0000	21040.0000	21600.0000	23778.0000	35057.0000
341.0000	178178.0000	22706.0000	21565.0000	20632.0000	21676.0000	23247.0000	21568.0000	21871.0000	22461.0000	25003.0000	36614.0000
342.0000	233618.0000	24143.0000	22740.0000	21799.0000	22733.0000	24367.0000	22578.0000	22758.0000	23704.0000	26496.0000	38420.0000
343.0000	298547.0000	25641.0000	23747.0000	22846.0000	24023.0000	25668.0000	23726.0000	23891.0000	25122.0000	28047.0000	40564.0000
344.0000	353847.0000	26985.0000	25048.0000	24288.0000	25228.0000	26697.0000	25007.0000	24910.0000	26440.0000	29473.0000	42392.0000
345.0000	408327.0000	27716.0000	26018.0000	25319.0000	26436.0000	27371.0000	26082.0000	26173.0000	27654.0000	31161.0000	43671.0000
346.0000	443609.0000	28155.0000	26576.0000	26221.0000	27110.0000	27527.0000	26935.0000	26868.0000	28971.0000	32260.0000	44878.0000
347.0000	484529.0000	28110.0000	26710.0000	26467.0000	27421.0000	27182.0000	27214.0000	27349.0000	29665.0000	33105.0000	45199.0000
348.0000	499898.0000	27707.0000	26485.0000	26442.0000	27207.0000	26359.0000	27074.0000	27326.0000	30092.0000	33406.0000	44772.0000
349.0000	504759.0000	27045.0000	25914.0000	26013.0000	26771.0000	25433.0000	26692.0000	26921.0000	29750.0000	33096.0000	43256.0000
350.0000	484378.0000	25976.0000	25224.0000	25397.0000	25785.0000	24416.0000	25734.0000	26097.0000	29031.0000	31969.0000	41322.0000
351.0000	453640.0000	24524.0000	23919.0000	24518.0000	24995.0000	23229.0000	24816.0000	25185.0000	27571.0000	30254.0000	38402.0000
352.0000	399652.0000	23232.0000	22733.0000	23440.0000	23748.0000	22206.0000	23675.0000	24148.0000	26550.0000	28605.0000	36302.0000
353.0000	336714.0000	21829.0000	21412.0000	22051.0000	22785.0000	21117.0000	22782.0000	23295.0000	24980.0000	26775.0000	33683.0000
354.0000	268631.0000	20817.0000	20463.0000	20948.0000	21474.0000	20233.0000	21602.0000	22393.0000	23830.0000	25205.0000	31836.0000
355.0000	211879.0000	19898.0000	19427.0000	19886.0000	20684.0000	19469.0000	20746.0000	21482.0000	22441.0000	23739.0000	29559.0000
356.0000	166900.0000	19392.0000	18778.0000	19136.0000	19673.0000	18816.0000	19961.0000	20579.0000	21541.0000	22635.0000	28077.0000
357.0000	124501.0000	18919.0000	18206.0000	18451.0000	19093.0000	18359.0000	19320.0000	20005.0000	20398.0000	21304.0000	26216.0000
358.0000	93338.0000	18668.0000	17883.0000	18022.0000	18458.0000	18061.0000	18737.0000	19406.0000	19709.0000	20347.0000	25017.0000
359.0000	71476.0000	18411.0000	17631.0000	17704.0000	18232.0000	17889.0000	18404.0000	19009.0000	19052.0000	19599.0000	23914.0000
360.0000	53041.0000	18277.0000	17550.0000	17570.0000	17982.0000	17817.0000	18174.0000	18712.0000	18710.0000	19135.0000	23323.0000
361.0000	41300.0000	18178.0000	17501.0000	17423.0000	17916.0000	17840.0000	18143.0000	18569.0000	18326.0000	18814.0000	22705.0000
362.0000	33487.0000	18164.0000	17452.0000	17417.0000	17870.0000	17872.0000	18072.0000	18461.0000	18210.0000	18631.0000	22383.0000
363.0000	30374.0000	18141.0000	17451.0000	17450.0000	17924.0000	17935.0000	18128.0000	18487.0000	18160.0000	18555.0000	22105.0000
364.0000	28314.0000	18222.0000	17556.0000	17509.0000	17984.0000	18005.0000	18206.0000	18544.0000	18272.0000	18601.0000	21953.0000
365.0000	27462.0000	18244.0000	17643.0000	17545.0000	18030.0000	18065.0000	18309.0000	18676.0000	18313.0000	18626.0000	21774.0000
366.0000		18280.0000	17737.0000	17613.0000	18076.0000	18023.0000	18330.0000	18726.0000	18398.0000	18631.0000	21638.0000
367.0000			17765.0000	17643.0000	18081.0000	17940.0000	18354.0000	18756.0000	18412.0000	18655.0000	21405.0000
368.0000				17630.0000	18027.0000	17802.0000	18296.0000	18693.0000	18426.0000	18640.0000	21129.0000
369.0000					17997.0000	17682.0000	18223.0000	18597.0000	18345.0000	18548.0000	20771.0000
370.0000							18076.0000	18412.0000	18277.0000	18335.0000	20465.0000
371.0000								18315.0000	18069.0000	18125.0000	20044.0000
372.0000									17894.0000	17958.0000	19753.0000
373.0000										17778.0000	19451.0000

